10972555	,12883886	,12562112	,14325914	,14849696	,12872321	,13728144	,12089740	,11630995	,11832224	,10723759	,15427462	,8807814	,9729939	,13803699	,14137543	,16369344	,15915484	,15520725	,15241126	,8474203	,12097453	,13288656	,14916763	,15309215	,13134721	,14056592	,13471129	,13998758	,13997477	,14985138	,15889812	,14921391	,14987969	,16236745	,14858438	,14397891	,15903933	,13538727	,12285844	,13336732	,8945554	,11708089	,13222090	,14909847	,15903654	,16555420	,5389123	,3680041	,3480863	,7556443	,13794971	,15899570	,8741247	,9792650	,13735084	,13543098	,16241100	,15458271	,15782354	,15702696	,11175565	,15587287	,16491187	,5012080	,8761778	,10926275	,16231083	,16028067	,13201294	,10377582	,9198703	,14062760	,10253971	,13531799	,15108001	,11898275	,14459575	,14261681	,14061481	,15041440	,7503500	,11638960	,6326155	,12357021	,13203862	,15045547	,11231869	,7426917	,10451603	,10781085	,11301779	,10437697	,10520459	,11102837	,9999523	,8554386	,9204105	,8810891	,10392228	,10656167	,12084834	,13350837	,14510691	,9535126	,8091016	,8283776	,9078412	,14853549	,7243661	,11383489	,7314333	,13341857	,15307431	,15303327	,11165299	,5196120	,11174040	,11633311	,13017269	,
9002357	,11703723	,11242914	,13271957	,12938373	,11822727	,12479626	,11954564	,12679314	,12942735	,11900326	,13462427	,11105165	,10450578	,13932718	,13543354	,16241100	,15458271	,15782354	,15636389	,7752276	,10196136	,12169409	,15575466	,15303060	,12215678	,14117511	,13725064	,13801635	,13406374	,14791618	,15890332	,14268082	,13665171	,14131640	,14194090	,14065843	,16164790	,14195371	,13006996	,13271966	,8545399	,11969462	,13881556	,13467774	,14721949	,15830673	,4863550	,3877681	,3613734	,7818070	,13408431	,15116221	,9462918	,10839429	,14650533	,12425131	,16174542	,14738144	,15786726	,16296122	,14204870	,16437716	,15897512	,5408123	,10396337	,9681598	,15639983	,16227247	,15300244	,12477564	,7624812	,12882341	,11568800	,14059168	,16162483	,14004160	,15903933	,13538727	,12285844	,13467805	,9606053	,10191518	,4946805	,10709635	,12086156	,13669545	,11826064	,9853036	,11039116	,10977949	,10254998	,10049891	,9658467	,10708337	,10067880	,9478306	,12352399	,12675972	,10653602	,9343647	,11821925	,12619165	,13979722	,8418443	,7242891	,14108485	,13197667	,14916521	,7503757	,11638960	,6326155	,12357021	,13203862	,15045547	,11231869	,7426917	,10451603	,10781085	,11301779	,
8872319	,11246769	,11834537	,13527945	,14381184	,11762585	,11236239	,11433100	,12616854	,13660805	,12093076	,13730462	,14321827	,12553380	,15312052	,12820658	,16174542	,14738144	,15918568	,16228276	,5267303	,9543596	,10662590	,15905199	,16223389	,12609416	,9458789	,10968172	,13408164	,12752812	,14858183	,15563930	,14401468	,14839666	,13016247	,11431813	,11638686	,14722738	,14266557	,14194853	,13732000	,7099233	,12623537	,14859713	,14912919	,13007247	,11363959	,10182512	,9202809	,5454917	,8277849	,14909340	,15901882	,9660296	,13401498	,15241128	,13213105	,16236998	,16046555	,16178138	,16365250	,14596807	,15054024	,14059682	,6716807	,11449025	,7314333	,13341857	,15307431	,15303327	,11165299	,5196120	,11174040	,11501725	,13274790	,15441839	,14527163	,16164790	,14195371	,13071249	,13404321	,11246514	,9269391	,4942700	,9529224	,11761299	,12619685	,12617631	,11952247	,14119041	,11304088	,9992599	,8152453	,9137033	,9531529	,10526890	,9286057	,12805473	,12357779	,10971521	,8424600	,8756387	,8825519	,8887462	,9864861	,8035487	,13790840	,11300994	,13468830	,9606053	,10191518	,4946805	,10709635	,12086156	,13669545	,11826064	,9853036	,11039116	,10977949	,10254998	,
8806784	,11178664	,11052467	,15755653	,15835584	,12673923	,10975379	,11499668	,12617113	,13922698	,12945557	,13733798	,16490935	,13607094	,16167616	,14266816	,16105927	,16046555	,16507616	,16556467	,4946544	,8761778	,10926275	,16231083	,16028067	,13266831	,10377582	,8804202	,13406627	,12620456	,14794444	,14974597	,14269880	,14773099	,11440813	,9863310	,9739923	,13022395	,14997724	,15058631	,13404315	,7828599	,11382459	,16165805	,16028067	,13201294	,10443118	,9133166	,13931173	,9530759	,11560831	,15436197	,15573432	,9792650	,13865384	,16556471	,13607350	,16365767	,15649746	,14727875	,14524855	,14261681	,14061481	,15041440	,7503500	,11638960	,6326155	,12357021	,13203862	,15045547	,11231869	,7426917	,10451603	,10781085	,11433363	,12680589	,13868465	,15834543	,14852015	,14512012	,13011099	,11369881	,8021893	,5137513	,8478842	,10514060	,12094368	,12296113	,14311791	,15308203	,12345983	,9532819	,7824770	,8085631	,8873347	,11118513	,10598835	,12744080	,13344688	,13200758	,9142165	,8484494	,8939913	,10379384	,12281211	,8091528	,2915689	,9209217	,13404321	,11246514	,9269391	,4942700	,9529224	,11761299	,12619685	,12617631	,11952247	,14119041	,11304088	,9992599	,
8282238	,11903412	,12626873	,15297697	,15376571	,14840452	,11436957	,11631766	,12616084	,13927315	,13670050	,13012901	,16562117	,14858953	,16236488	,14595010	,15840965	,15650261	,16503251	,15897512	,5408123	,10396337	,9681598	,15639983	,16227247	,15300244	,12477564	,7559275	,12816548	,12226215	,14462401	,13855595	,12627112	,13986154	,10980516	,8152952	,9665923	,14269115	,15849948	,15583692	,9996428	,10132138	,9681598	,15639983	,16227247	,15300244	,12477564	,7624812	,12816805	,11568800	,13927583	,16293299	,14986432	,10650012	,13472681	,16562117	,14858953	,16236745	,14858438	,14397891	,15903933	,13538727	,12285844	,13467805	,9606053	,10191518	,4946805	,10709635	,12086156	,13669545	,11826064	,9853036	,11039116	,10977949	,10386071	,12353165	,14329270	,15244717	,15243688	,13854572	,14061208	,13339551	,9077145	,5727856	,7888242	,10189717	,12491180	,12887733	,14640284	,15574468	,14709122	,9274010	,7498625	,7626620	,8545409	,12629950	,11257531	,13340319	,13681611	,14051694	,8677252	,5787226	,6963784	,6305339	,8859961	,7095624	,4355418	,12611460	,13011099	,11369881	,8021893	,5137513	,8478842	,10514060	,12094368	,12296113	,14311791	,15308203	,12345983	,9532819	,
8150645	,12103102	,13287883	,14713751	,14529198	,15890308	,12288409	,12157592	,12812950	,14062495	,13406879	,13071762	,14714013	,12225183	,14591420	,14260652	,15249855	,14727880	,15054024	,14059682	,6716807	,11449025	,7314333	,13341857	,15307431	,15303327	,11165299	,5196120	,11174040	,11633311	,13082805	,12014156	,10982546	,12085613	,9335179	,7427932	,10718102	,15584970	,15391709	,14921660	,7503495	,11449025	,7314333	,13341857	,15307431	,15303327	,11165299	,5196120	,11174040	,11501725	,13274790	,15507631	,15050682	,10581651	,13399699	,14714013	,12225183	,14591420	,14194090	,14065843	,16164790	,14195371	,13071249	,13404321	,11246514	,9269391	,4942700	,9529224	,11761299	,12619685	,12617631	,11952247	,14119041	,11304088	,10123670	,11369882	,14651815	,14979236	,14915240	,14184042	,14589850	,14512266	,10130343	,7300734	,7691639	,9993367	,12822198	,13418184	,14647976	,15388127	,16280947	,9996704	,8155274	,7692413	,8545666	,13152439	,11390657	,13146537	,13487824	,13395557	,8544373	,7490651	,10437448	,6306110	,8468024	,5515820	,5130824	,11953506	,14061208	,13339551	,9077145	,5727856	,7888242	,10189717	,12491180	,12887733	,14640284	,15574468	,14709122	,9274010	,
7557471	,12035510	,13881556	,13336956	,14071210	,14513277	,13203347	,12747416	,13404057	,14195619	,13865634	,13203087	,13400716	,15048102	,16102865	,12545921	,13277353	,14392752	,14061481	,15041440	,7503500	,11638960	,6326155	,12357021	,13203862	,15045547	,11231869	,7426917	,10451603	,10781085	,11301779	,10437697	,10520714	,9987697	,7164764	,8216422	,10589595	,16043212	,14534861	,15242668	,7569036	,11638960	,6326155	,12357021	,13203862	,15045547	,11231869	,7426917	,10451603	,10781085	,11433363	,12680589	,13999794	,12682396	,13334415	,13400716	,15048102	,16102865	,12610943	,12488864	,15834543	,14852015	,14512012	,13011099	,11369881	,8021893	,5137513	,8478842	,10514060	,12094368	,12296113	,14311791	,15308203	,12345983	,9860501	,10448266	,10118784	,9467795	,11502490	,13592416	,14724514	,15038082	,10781341	,8219015	,7757691	,9599123	,12427697	,12504269	,14126509	,14997216	,15886181	,10582420	,9270160	,8151679	,8547463	,13087415	,11719360	,12490912	,12698310	,12870242	,7823222	,8605266	,12147804	,9254717	,3881792	,3488057	,5132869	,11497056	,14589850	,14512266	,10130343	,7300734	,7691639	,9993367	,12822198	,13418184	,14647976	,15388127	,16280947	,9996704	,
11301497	,11301501	,13214124	,13274506	,14460575	,13857663	,13729688	,13142171	,13601694	,14262185	,14062499	,12284808	,10111064	,16424097	,16502520	,12208481	,13474987	,13669799	,12285844	,13467805	,9606053	,10191518	,4946805	,10709635	,12086156	,13669545	,11826064	,9853036	,11039116	,10977949	,10254998	,9984613	,8939884	,7626850	,6637900	,9333620	,11836071	,15908548	,14001589	,13533853	,9606053	,10191518	,4946805	,10709635	,12086156	,13669545	,11826064	,9853036	,11039116	,10977949	,10386071	,12353165	,14329270	,13864865	,12284808	,10111064	,16424097	,16502520	,12140892	,11768222	,15244717	,15243688	,13854572	,14061208	,13339551	,9077145	,5727856	,7888242	,10189717	,12491180	,12887733	,14640284	,15574468	,14709122	,9339288	,9989509	,10513801	,10518166	,11895191	,12150111	,14067359	,15035504	,10846877	,8875147	,8479619	,9206163	,11706543	,11976900	,13404318	,14404309	,15230306	,10517911	,9462658	,8806008	,8873859	,13151411	,12702657	,11899536	,11711156	,11951450	,7100775	,5520195	,8600640	,11222082	,4336943	,3355956	,3887166	,9920083	,14724514	,15038082	,10781341	,8219015	,7757691	,9599123	,12427697	,12504269	,14126509	,14997216	,15886181	,10582420	,
15824524	,6695990	,10114144	,12940661	,14257551	,13528959	,13797530	,12950696	,12554917	,14586790	,13994141	,10908291	,7811132	,16540038	,16489429	,10699091	,13340315	,14129577	,13136528	,13404321	,11246514	,9269391	,4942700	,9529224	,11761299	,12619685	,12617631	,11952247	,14119041	,11238808	,9927575	,7571336	,7244669	,5985367	,6437948	,10318203	,12689327	,15905472	,13798820	,13404321	,11246514	,9269391	,4942700	,9529224	,11761299	,12619685	,12617631	,11952247	,14119041	,11304088	,10123670	,11369882	,14651815	,13994141	,10908291	,7811132	,16540038	,16489429	,10762317	,10647936	,14979236	,14915240	,14184042	,14589850	,14512266	,10130343	,7300734	,7691639	,9993367	,12822198	,13418184	,14647976	,15388127	,16280947	,9930396	,10120067	,10774143	,9273238	,11896730	,10446438	,12360600	,14184566	,10714778	,9072781	,7889022	,8417673	,10653857	,10990005	,12420493	,12892352	,14180445	,9531531	,8019836	,8806265	,9665171	,12621988	,12633533	,11503749	,10525856	,10767688	,6245721	,4732732	,5714232	,4729905	,4537150	,2761764	,3158576	,6896441	,14001823	,15035504	,10846877	,8875147	,8479619	,9206163	,11706543	,11976900	,13404318	,14404309	,15230306	,10517911	,
16020870	,4729132	,9322562	,11425885	,11881812	,10173261	,9847634	,8148577	,11168131	,10184576	,9401232	,8873590	,5070166	,6426667	,8005170	,6506829	,11100003	,13401492	,14053255	,12945048	,11369624	,8021893	,5137513	,8478842	,10514060	,12094368	,12230577	,14115182	,14849963	,10907268	,8561042	,7645070	,7178353	,5059892	,6369588	,10185841	,14003900	,15840705	,14580887	,13011099	,11369881	,8021893	,5137513	,8478842	,10514060	,12094368	,12296113	,14311791	,15308203	,12345983	,9860501	,10448266	,10118784	,9401232	,8873590	,5070166	,6426667	,8004658	,5915467	,5981264	,9402002	,11502490	,13592416	,14724514	,15038082	,10781341	,8219015	,7757691	,9599123	,12427697	,12504269	,14126509	,14997216	,15886181	,10714004	,10644863	,12154253	,11695501	,11829649	,9201253	,10390668	,12677244	,10385299	,8217731	,7234426	,8220295	,10521504	,11775158	,11498351	,11905189	,12738912	,9200511	,9005447	,10720426	,10387350	,12883877	,14141380	,12615295	,9470603	,9584703	,4736846	,3752000	,8536648	,6108216	,4531237	,2563369	,3544875	,5252662	,10659482	,14184566	,10714778	,9072781	,7889022	,8417673	,10653857	,10990005	,12420493	,12892352	,14180445	,9531531	,
